//星级|名称
Star_Lv1|一星
description_Vip_4_01|充值达到<21#500>钻石，即可享受相应特权；
description_Vip_4_02|可领取<21#VIP4>超值大礼包；
description_Vip_4_03|每日可购买金币补给<21#50>次；
description_Vip_4_04|每日可购买巴巴罗萨重置关卡<21#1>次；
description_Vip_4_05|每日可购买战略大作战攻击次数<21#5>次；
description_Vip_4_06|每日可购买燃油<21#5>次；
description_Vip_4_07|每日可购买重置精英关卡次数<21#5>次；
description_Vip_4_08|购买竞技场挑战次数<21#25>次；
description_Vip_5_01|充值达到<21#1000>钻石，即可享受相应特权；
description_Vip_5_02|可领取<21#VIP5>超值大礼包；
description_Vip_5_03|每日可购买金币补给<21#60>次；
description_Vip_5_04|每日可购买巴巴罗萨重置关卡<21#1>次；
description_Vip_5_05|每日可购买战略大作战攻击次数<21#6>次；
description_Vip_5_06|每日可购买燃油<21#6>次；
description_Vip_5_07|每日可购买重置精英关卡次数<21#6>次；
description_Vip_5_08|购买竞技场挑战次数<21#30>次；
description_Vip_6_01|充值达到<21#2000>钻石，即可享受相应特权；
description_Vip_6_02|可领取<21#VIP6>超值大礼包；
description_Vip_6_03|每日可购买金币补给<21#70>次；
description_Vip_6_04|每日可购买巴巴罗萨重置关卡<21#1>次；
description_Vip_6_05|每日可购买战略大作战攻击次数<21#7>次；
description_Vip_6_06|每日可购买燃油<21#7>次；
description_Vip_6_07|每日可购买重置精英关卡次数<21#7>次；
description_Vip_6_08|购买竞技场挑战次数<21#35>次；
description_Vip_7_01|充值达到<21#3000>钻石，即可享受相应特权；
description_Vip_7_02|可领取<21#VIP7>超值大礼包；
description_Vip_7_03|每日可购买金币补给<21#80>次；
description_Vip_7_04|每日可购买巴巴罗萨重置关卡<21#1>次；
description_Vip_7_05|每日可购买战略大作战攻击次数<21#8>次；
description_Vip_7_06|每日可购买燃油<21#8>次；
description_Vip_7_07|每日可购买重置精英关卡次数<21#8>次；
description_Vip_7_08|购买竞技场挑战次数<21#40>次；
description_Vip_8_01|充值达到<21#5000>钻石，即可享受相应特权；
description_Vip_8_02|可领取<21#VIP8>超值大礼包；
description_Vip_8_03|每日可购买金币补给<21#90>次；
description_Vip_8_04|每日可购买巴巴罗萨重置关卡<21#1>次；
description_Vip_8_05|每日可购买战略大作战攻击次数<21#9>次；
description_Vip_8_06|每日可购买燃油<21#9>次；
description_Vip_8_07|每日可购买重置精英关卡次数<21#9>次；
description_Vip_8_08|购买竞技场挑战次数<21#45>次；
description_Vip_9_01|充值达到<21#7000>钻石，即可享受相应特权；
description_Vip_9_02|可领取<21#VIP9>超值大礼包；
description_Vip_9_03|每日可购买金币补给<21#100>次；
description_Vip_9_04|每日可购买巴巴罗萨重置关卡<21#1>次；
description_Vip_9_05|每日可购买战略大作战攻击次数<21#10>次；
description_Vip_9_06|每日可购买燃油<21#10>次；
description_Vip_9_07|每日可购买重置精英关卡次数<21#10>次；
description_Vip_9_08|购买竞技场挑战次数<21#50>次；
description_Vip_10_01|充值达到<21#10000>钻石，即可享受相应特权；
description_Vip_10_02|可领取<21#VIP10>超值大礼包；
description_Vip_10_03|每日可购买金币补给<21#110>次；
description_Vip_10_04|每日可购买巴巴罗萨重置关卡<21#2>次；
description_Vip_10_05|每日可购买战略大作战攻击次数<21#11>次；
description_Vip_10_06|每日可购买燃油<21#11>次；
description_Vip_10_07|每日可购买重置精英关卡次数<21#11>次；
description_Vip_10_08|购买竞技场挑战次数<21#55>次；
description_Vip_11_01|充值达到<21#15000>钻石，即可享受相应特权；
description_Vip_11_02|可领取<21#VIP11>超值大礼包；
description_Vip_11_03|每日可购买金币补给<21#120>次；
description_Vip_11_04|每日可购买巴巴罗萨重置关卡<21#2>次；
description_Vip_11_05|每日可购买战略大作战攻击次数<21#12>次；
description_Vip_11_06|每日可购买燃油<21#12>次；
description_Vip_11_07|每日可购买重置精英关卡次数<21#12>次；
description_Vip_11_08|购买竞技场挑战次数<21#60>次；
description_Vip_12_01|充值达到<21#20000>钻石，即可享受相应特权；
description_Vip_12_02|可领取<21#VIP12>超值大礼包；
description_Vip_12_03|每日可购买金币补给<21#130>次；
description_Vip_12_04|每日可购买巴巴罗萨重置关卡<21#2>次；
description_Vip_12_05|每日可购买战略大作战攻击次数<21#13>次；
description_Vip_12_06|每日可购买燃油<21#13>次；
description_Vip_12_07|每日可购买重置精英关卡次数<21#13>次；
description_Vip_12_08|购买竞技场挑战次数<21#65>次；
description_Vip_13_01|充值达到<21#40000>钻石，即可享受相应特权；
description_Vip_13_02|可领取<21#VIP13>超值大礼包；
description_Vip_13_03|每日可购买金币补给<21#140>次；
description_Vip_13_04|每日可购买巴巴罗萨重置关卡<21#2>次；
description_Vip_13_05|每日可购买战略大作战攻击次数<21#14>次；
description_Vip_13_06|每日可购买燃油<21#14>次；
description_Vip_13_07|每日可购买重置精英关卡次数<21#14>次；
description_Vip_13_08|购买竞技场挑战次数<21#70>次；
description_Vip_14_01|充值达到<21#80000>钻石，即可享受相应特权；
description_Vip_14_02|可领取<21#VIP14>超值大礼包；
description_Vip_14_03|每日可购买金币补给<21#150>次；
description_Vip_14_04|每日可购买巴巴罗萨重置关卡<21#2>次；
description_Vip_14_05|每日可购买战略大作战攻击次数<21#15>次；
description_Vip_14_06|每日可购买燃油<21#15>次；
description_Vip_14_07|每日可购买重置精英关卡次数<21#15>次；
description_Vip_14_08|购买竞技场挑战次数<21#75>次；
description_Vip_15_01|充值达到<21#100000>钻石，即可享受相应特权；
description_Vip_15_02|可领取<21#VIP15>超值大礼包；
description_Vip_15_03|每日可购买金币补给<21#160>次；
description_Vip_15_04|每日可购买巴巴罗萨重置关卡<21#2>次；
description_Vip_15_05|每日可购买战略大作战攻击次数<21#15>次；
description_Vip_15_06|每日可购买燃油<21#16>次；
description_Vip_15_07|每日可购买重置精英关卡次数<21#16>次；
description_Vip_15_08|购买竞技场挑战次数<21#80>次；
description_Vip_16_01|充值达到<21#150000>钻石，即可享受相应特权；
description_Vip_16_02|可领取<21#VIP16>超值大礼包；
description_Vip_16_03|每日可购买金币补给<21#170>次；
description_Vip_16_04|每日可购买巴巴罗萨重置关卡<21#2>次；
description_Vip_16_05|每日可购买战略大作战攻击次数<21#15>次；
description_Vip_16_06|每日可购买燃油<21#16>次；
description_Vip_16_07|每日可购买重置精英关卡次数<21#16>次；
//角色升级
gradeup_01|战队升级
gradeup_02|等级
gradeup_001|等级3 开启“军械库”
gradeup_002|等级4 开启“精英关卡”
gradeup_003|等级5 开启“军械库”
gradeup_004|等级6 开启“竞技场”
gradeup_005|等级7 开启“霸王行动”
gradeup_006|等级8 开启“龙骑兵行动”
gradeup_007|等级9 开启“巴巴罗萨行动”
gradeup_008|等级10 开启“扫荡”功能
gradeup_009|等级11 开启“自动战斗”
//克制关系描述
TankType_5101|攻击加成，全屏输出
TankType_2001|持续输出型坦克
TankType_1001|治疗加攻，新手辅助
TankType_4201|后排输出，单体破甲
TankType_4202|单体治疗
TankType_2101|综合型中坦
TankType_4101|后排输出，克制装甲
TankType_2102|暴击战士
TankType_3001|闪避坦克
TankType_1002|防御转移，属性控制
TankType_3101|超强肉盾
TankType_4001|光环辅助
TankType_5001|后手清场，攻击核心
TankType_3201|装甲前排
TankType_2103|暴击型输出
TankType_4102|装甲克星
TankType_2104|装甲战士，反击输出
TankType_4103|防御克星
TankType_2105|暴击光环，暴队核心
TankType_4104|全屏输出
TankType_4002|反坦辅助，坦克克星
TankType_1003|反坦专用治疗
TankType_1101|治疗加攻，全能辅助
TankType_5102|群体轰炸
TankType_5103|超强暴击
TankType_5104|暴击光环，暴队辅助
TankType_2106|输出光环，团队辅助
TankType_3202|超级前排，削弱敌方
TankType_5201|加攻核心，速攻辅助
TankType_3203|前排重坦，腐蚀减甲
TankType_3204|反击战士，单杀之王
TankType_2107|防守型辅助
TankType_3205|吸收防御，最强肉盾
TankType_3206|先手输出，攻击核心
TankType_4203|后排输出
TankType_4003|高攻反坦
TankType_3207|敌我俱损，自我治疗
TankType_2108|防守光环
TankType_3208|狂暴模式，前排肉盾
TankType_4204|减甲核心，后期输出
TankType_4205|能抗能打，十项全能
TankType_5105|后排输出，燃烧破甲
TankType_4105|吸血后排
TankType_2109|减甲加攻，反坦辅助
TankType_5202|闪避输出，全能后排
TankType_3209|免伤坦克
TankType_3210|单体控制，自我回复
TankType_4206|减甲加攻，全能辅助
TankType_5203|261工程
TankType_3211|不死之躯
TankType_5106|攻暴双修，火力输出
TankType_2110|加攻减甲，前排克制
TankType_4106|反坦核心
TankType_2111|暴击型输出
TankType_5204|双火炮阵容核心
TankType_1004|超强削弱，速攻克星
TankType_4207|削弱光环
TankType_3212|火焰之王
TankType_2112|最强辅助
TankType_1201|铜墙铁壁
TankType_3213|铜墙铁壁
TankType_5205|铜墙铁壁
TankType_1005|铜墙铁壁
TankType_3214|铜墙铁壁
TankType_5107|铜墙铁壁
TankType_1202|铜墙铁壁
TankType_1102|铜墙铁壁
//定位描述
TankLocation_1|前排
TankLocation_2|中排
TankLocation_3|后排
//标题
title_task_01|任务
title_legion_01|军团
//情报系统相关
title_information|情报
next_information|下一个情报的位置
next_battle|进入战区
information_level|情报进度
Infor_101|接到上级命令，捣毁德军的一个秘密基地，这个基地是德军隐藏在后方的秘密指挥中心，任务成功与否直接影响到当前战局。
Infor_102|我们的一名情报员在侦查敌情的时候被捕，已经被关押，目前得知了关押地点，请你们绕过那些防守的敌人，潜入敌营，把情报员营救出来。
Infor_103|德军抓捕部分反对投降的自由派的人，并且决定枪决他们。我们接到情报，得知羁押路线，营救出他们，会为我们的解放事业提供极有价值的情报。
Infor_104|战况越来越紧张，我们接到命令，去摧毁敌人的雷达站，这将决定整个战争的走向。
Infor_105|情报显示，德军陆军指挥在法莱斯西部地区的一个废墟中建立了指挥部，并标注了具体地址，我们的任务就是对这一地区进行破坏，捣毁德军指挥部。
Infor_106|在击毁的德军飞机上，发现了德军下达给部队的作战命令，其中还标识了此次进攻后方空军指挥部的地点。摧毁空军指挥部，将决定战争的走向。
Infor_107|我们接到任务，德军在防线的一处碉堡线严重的阻碍了部队的行进速度，苏军合作部队已经送来了情报标识核心碉堡位置，我们要趁着黑夜，去炸掉这个碉堡。
Infor_108|情报员来带的情报中说有德军的先遣部队游走在战线上，并向德军指挥部输送了大量的情报，我们要干掉这支侦察部队，切断他们的情报源。
Infor_109|为了减少人员的严重损失，我们要根据情报去炸毁德军在大桥防线后面的一个机场，任务十分紧急，迫在眉睫。
Infor_110|一名情报员侦查到了德军建立在里昂的防空指挥部，上级排下来任务，让我们去捣毁这个防空指挥部。
Infor_111|终于等到了盟军的支援，我们必须到达阿纳姆大桥，在那里撤退，还要时刻小心史塔德部队的追击。
Infor_112|在史塔德部队的追击下，到达了法国交通重镇里昂，在这里，接收了上级补给的物资，并且接到特殊任务。
Infor_113|在史塔德部队的追击下，到达了法国交通重镇里昂，在这里，接收了上级补给的物资，并且接到特殊任务。
Infor_114|在史塔德部队的追击下，到达了法国交通重镇里昂，在这里，接收了上级补给的物资，并且接到特殊任务。
Infor_115|在史塔德部队的追击下，到达了法国交通重镇里昂，在这里，接收了上级补给的物资，并且接到特殊任务。
Infor_116|在史塔德部队的追击下，到达了法国交通重镇里昂，在这里，接收了上级补给的物资，并且接到特殊任务。
Infor_117|在史塔德部队的追击下，到达了法国交通重镇里昂，在这里，接收了上级补给的物资，并且接到特殊任务。
Infor_118|在史塔德部队的追击下，到达了法国交通重镇里昂，在这里，接收了上级补给的物资，并且接到特殊任务。
Infor_119|在史塔德部队的追击下，到达了法国交通重镇里昂，在这里，接收了上级补给的物资，并且接到特殊任务。
Infor_120|在史塔德部队的追击下，到达了法国交通重镇里昂，在这里，接收了上级补给的物资，并且接到特殊任务。
InforName_30161|弹药库
InforName_30162|秘密基地
InforName_30261|拦截敌军部队
InforName_30262|干掉巡逻小分队
InforName_30263|营救情报员
InforName_30361|发现物资
InforName_30362|领取物资
InforName_30363|营救被抓捕的人
InforName_30461|炸毁弹药库
InforName_30462|领取物资
InforName_30463|炸毁指挥部
InforName_30561|馈赠的物资
InforName_30562|拦路的小分队
InforName_30563|摧毁空军指挥部
InforName_30661|拦截补给部队
InforName_30662|领取物资
InforName_30663|遭遇战
InforName_30761|突破防线
InforName_30762|友军的馈赠
InforName_30763|炸掉碉堡
InforName_30861|领取物资
InforName_30862|偷袭敌军
InforName_30863|搜寻先遣对
InforName_30961|派发物资
InforName_30962|摧毁补给站
InforName_30963|捣毁敌军的机场
InforName_31061|消灭小分队
InforName_31062|截取物资
InforName_31063|炸毁防空指挥部
InforName_31161|盟军的支援
InforName_31162|捣毁德军的补给站
InforName_31163|捣毁敌军的机场
InforName_31261|消灭西班牙小分队
InforName_31262|伞兵带来的情报
InforName_31263|消灭阻击的部队
InforName_31361|消灭阻击的部队
InforName_31362|消灭阻击的部队
InforName_31363|消灭阻击的部队
InforName_31461|消灭阻击的部队
InforName_31462|消灭阻击的部队
InforName_31463|消灭阻击的部队
InforName_31561|消灭阻击的部队
InforName_31562|消灭阻击的部队
InforName_31563|消灭阻击的部队
InforName_31661|消灭阻击的部队
InforName_31662|消灭阻击的部队
InforName_31663|消灭阻击的部队
InforName_31761|消灭阻击的部队
InforName_31762|消灭阻击的部队
InforName_31763|消灭阻击的部队
InforName_31861|消灭阻击的部队
InforName_31862|消灭阻击的部队
InforName_31863|消灭阻击的部队
InforName_31961|消灭阻击的部队
InforName_31962|消灭阻击的部队
InforName_31963|消灭阻击的部队
InforName_32061|消灭阻击的部队
InforName_32062|消灭阻击的部队
InforName_32063|消灭阻击的部队
InforDes_30161|搜查弹药库	
InforDes_30162|发现敌人的秘密基地，偷袭敌人的秘密基地	
InforDes_30261|根据情报拦截敌军，敌军已经撤离，只剩下了几辆受损的坦克	
InforDes_30262|在敌军反应之前干掉巡逻的小分队	
InforDes_30263|营救被德军抓捕的情报员	
InforDes_30361|消灭小股敌军之后发现了一些物资	
InforDes_30362|根据情报消息去指定地点领取上级派发的物资	
InforDes_30363|去情报标注的地方营救被抓捕的自由派人员	
InforDes_30461|摧毁敌人的弹药库	
InforDes_30462|为了让任务更加顺利执行，上级派发了物资	
InforDes_30463|废墟中的指挥部	
InforDes_30561|接受到了工人馈赠的部分物资	
InforDes_30562|在增援半岛的路上遭遇到了敌方小股部队的拦截	
InforDes_30563|德军的空军指挥部	
InforDes_30661|发现敌军的物资补给部队	
InforDes_30662|敌军的一个物资补给站	
InforDes_30663|遇到了一支苏军的先遣小分队	
InforDes_30761|突破德军的包围防线	
InforDes_30762|良好的表现受到了安德烈的嘉奖，赠送了坦克给我们	
InforDes_30763|德军防线的碉堡	
InforDes_30861|拉锯战持续太久，上级派发物资	
InforDes_30862|趁着黑夜降临。偷袭德军防守的一个碉堡	
InforDes_30863|有一支敌军搜集情报的先遣队藏匿在战线	
InforDes_30961|盟军支援了物资	
InforDes_30962|发现了德军的补给站，毁掉补给站	
InforDes_30963|捣毁敌军的机场，阻止敌军的狂轰滥炸	
InforDes_31061|消灭正在巡逻的西班牙小分队	
InforDes_31062|伞兵告知了一批空投物资的地点，前去领取物资	
InforDes_31063|敌军的防空指挥部	
InforDes_31161|盟军的支援和物资补给让我们的战况得到了扭转	
InforDes_31162|发现了德军的补给站，毁掉补给站	
InforDes_31163|捣毁敌军的机场，阻止敌军的狂轰滥炸	
InforDes_31261|消灭正在巡逻的西班牙小分队	
InforDes_31262|伞兵告知了一批空投物资的地点，前去领取物资	
InforDes_31263|消灭前来阻击的部队
InforDes_31361|消灭前来阻击的部队
InforDes_31362|消灭前来阻击的部队
InforDes_31363|消灭前来阻击的部队
InforDes_31461|消灭前来阻击的部队
InforDes_31462|消灭前来阻击的部队
InforDes_31463|消灭前来阻击的部队
InforDes_31561|消灭前来阻击的部队
InforDes_31562|消灭前来阻击的部队
InforDes_31563|消灭前来阻击的部队
InforDes_31661|消灭前来阻击的部队
InforDes_31662|消灭前来阻击的部队
InforDes_31663|消灭前来阻击的部队
InforDes_31761|消灭前来阻击的部队
InforDes_31762|消灭前来阻击的部队
InforDes_31763|消灭前来阻击的部队
InforDes_31861|消灭前来阻击的部队
InforDes_31862|消灭前来阻击的部队
InforDes_31863|消灭前来阻击的部队
InforDes_31961|消灭前来阻击的部队
InforDes_31962|消灭前来阻击的部队
InforDes_31963|消灭前来阻击的部队
InforDes_32061|消灭前来阻击的部队
InforDes_32062|消灭前来阻击的部队
InforDes_32063|消灭前来阻击的部队
InforStory_30161|长官，我们在弹药库中发现了一辆被遗弃的谢尔曼！
InforStory_30162|长官，情报发来了敌人的秘密基地，我们要偷袭敌人的秘密基地
InforStory_30261|长官，根据情报拦截敌军，敌军已经撤离，只剩下了几辆受损的坦克
InforStory_30262|长官，为了防止敌人发现我们，我们要先干掉在营地外面的巡逻小分队
InforStory_30263|长官，我们要去营救被德军抓捕的情报员
InforStory_30361|长官，在消灭小股敌军之后发现了一些物资
InforStory_30362|长官，根据情报消息去指定地点领取上级派发的物资
InforStory_30363|长官，我们已经到达了情报标注的地方，消灭敌人，救出自由派人员
InforStory_30461|长官，情报标识了敌人的一座弹药库，摧毁他能让胜利的天平偏向我们
InforStory_30462|长官，为了让任务更加顺利执行，上级派发了物资给我们
InforStory_30463|长官，我们已经根据情报找到了敌人在废墟中的指挥部，炸毁他
InforStory_30561|长官，我们接受到了工人馈赠的部分物资
InforStory_30562|长官，情报显示增援半岛的路上有敌方小股部队的拦截
InforStory_30563|长官，根据情报，我们要摧毁掉敌军的这座空军指挥部，这并不容易
InforStory_30661|长官，根据情报知道了敌军有一支物资部队，拦截这支部队
InforStory_30662|长官，在收拾完“柴堆”之后，发现了敌军的一个物资补给站
InforStory_30663|长官，我们遇到了一支苏军的先遣小分队。恶战在所难免
InforStory_30761|长官，干掉眼前的敌人，突破德军的包围防线
InforStory_30762|长官，我们良好的表现受到了安德烈的嘉奖，赠送了坦克给我们
InforStory_30763|长官，德军在防线上的碉堡严重阻碍了我们的前进，炸毁碉堡
InforStory_30861|长官，拉锯战持续太久了，为了保证战斗的顺利进行，上级派发了一些物资
InforStory_30862|长官，我们根据情报，趁着黑夜降临。偷袭德军防守的一个碉堡
InforStory_30863|长官，根据情报，去干掉这支搜集情报的先遣队，切断他们的情报源
InforStory_30961|长官，盟军的支援和物资补给让我们的战况得到了扭转
InforStory_30962|长官，发现了德军的补给站，毁掉补给站
InforStory_30963|长官，捣毁敌军的机场，阻止敌军的狂轰滥炸
InforStory_31061|长官，消灭正在巡逻的西班牙小分队
InforStory_31062|长官，伞兵告知了一批空投物资的地点，前去领取物资
InforStory_31063|长官，我们已经到了防空指挥部外围，干掉敌人，炸毁这个指挥部
InforStory_31161|长官，消灭前来阻击的部队
InforStory_31162|长官，消灭前来阻击的部队
InforStory_31163|长官，消灭前来阻击的部队
InforStory_31261|长官，消灭前来阻击的部队
InforStory_31262|长官，消灭前来阻击的部队
InforStory_31263|长官，消灭前来阻击的部队
//兑换码相关
exchange_input|请输入兑换码
exchange_succeed|兑换成功，请在领奖中心查看奖励。
exchange_code_used|该兑换码已被使用。
exchange_account_used|抱歉，每种类型的奖励只能兑换一次。
exchange_code_null|抱歉，该兑换码不存在。
exchange_timeout|网络连接超时，请稍后再试
//新手引导相关
fxj_tankzz|放入材料越多，打造成功越好
fxj_tankzzbq1|普通打造
fxj_tankzzbq2|高级打造
ydjq_01|年轻的女军官
ydjq_02|科塔娜
ydjq_03|测试~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
ydjq_04|您好，司令官，欢迎来到前线指挥部。
ydjq_05|感谢您在登陆作战中的优秀表现。
ydjq_06|自我介绍一下，我叫科塔娜（cortana），将担任您的后勤官。
ydjq_07|今后叫我科塔娜就可以了。
ydjq_08|在接下来的战斗中，我会尽快的帮您上手自己的工作。
ydjq_09|现在，看看战术沙盘地图，我来介绍一下接下来的任务。
ydjq_10|战区地图显示着您当前的任务进展。
ydjq_11|在之前的战斗中，我们已经拿下了滩头阵地。最长的一天结束了。
ydjq_12|瑟堡港有着完善的船坞和设备，为了后续的攻势，必须拿下它。
ydjq_13|司令官，有新的装甲单位可以加入部队了。让我们去看看。
ydjq_14|司令官，任务提示板能帮助您快捷的达到优先目标。
ydjq_15|司令官，让我们看看，这次总部送来了什么补给。
ydjq_16|刚才的战斗非常精彩，司令部送来了一批奖励，现在就去接收吧。
ydjq_17|将新获得的装甲单位部署到部队之中，在战场上检验它的性能吧！
ydjq_18|感觉如何呢，司令官？之后的我们，要面对更强劲的敌人了。
ydjq_19|为了提高坦克的作战效率，我们需要将收集到的先进零件装载到我们的坦克上。
ydjq_20|就是这样，坦克强化就完成了。
ydjq_21|司令官，在接下来的战斗中，让您的部队变得更强大吧。
ydjq_22|总部送来了新的补给，我们一起去看看吧。
ydjq_23|新的补给是新型坦克的核心图纸呢！把它交给基地的工程师们。
ydjq_24|获得的坦克图纸，可以用来制造指定的坦克单位。
ydjq_25|要获得更高的战斗力，要不断提升坦克的能力。战斗的间隙别忘了去军械库看看。
ydjq_26|制造坦克将消耗资源，调整消耗资源的比例可以制造出不同的坦克单位。
ydjq_27|投入制造坦克的资源越多，生产出高级坦克的可能就越大。请您慎重考虑。
ydjq_28|总部送来了新的候补军官列表，您要去看看么。
ydjq_29|指挥官我们开启了战争之路！通过完成这里的战役可以获得丰厚的资源及货币奖励！
ydjq_30|根据您的进展，战争之路会陆续开启。请求命令，征战霸王之路！
ydjq_31|这是我们第一个战役，指挥官！在这里每天我们可以获得丰厚的物资奖励。难度越高的关卡带来的收益越是吸引人！人家等不及要开始作战了嘛！
ydjq_32|指挥官！我们面临着巨大的挑战，您需要率领一队敢死队连续挑战敌人的防线。突破敌人的防线将获得“勇气奖章”，您可以在商店中换取稀有道具奖励。
ydjq_33|指挥官！我们来到了敌方港口城市，这里被分割成四个区域。每个区域由1个敌方将领把手，击杀他们将解放整个区域。好运的指挥官还能获得隐藏宝藏呢！还不快来？
ydjq_34|指挥官！我军长期以来面临着敌方飞机轰炸的威胁，司令部下令让您率领坦克连摧毁敌方的机场设施，您摧毁的设施越多获得的奖励将越丰厚。
ydjq_35|指挥官！检验队伍实力的时候到了，参加战争之王，挑战其他指挥官吧！
ydjq_36|指挥官！每天参加战争之王会获得大量战功奖励，战功可以购买超值材料。
ydjq_37|指挥官！参加巴巴罗萨计划会获得大量的奖章奖励。
ydjq_38|战争之王
ydjq_39|霸王行动
ydjq_40|巴巴罗萨计划
ydjq_41|战争之路每天都有很多活动可以参加，获得大量的材料，请不要错过！
ydjq_42|坦克部队有很多种方法来提升作战能力，之后会一一介绍。
ydjq_43|指挥官，我们已经获准进入战略大作战来扩充自己的实力了！
ydjq_44|在战略大作战中，我们可以占领各种地区来扩充地盘。
ydjq_45|占领后可以通过税收获得许多资源，让我们一起努力吧！
ydjq_46|奖章可以在商店兑换橙色坦克图纸以及大量强化材料。
ydjq_47|科塔娜
ydjq_48|艾森豪威尔
ydjq_49|通信兵
ydjq_50|柯利尔
ydjq_100|指挥官，前线指挥部是在敌人的要塞上修建的。
ydjq_101|资源和时间都很紧迫，该是您来决定如何有效利用这些设施的时候了。这个基地由您全权指挥。
ydjq_102|欢迎来到指挥室，这是我们整个行动的神经中枢。
ydjq_103|您来的正好，电台刚刚修好，终于和总部联系上了，我这就为您接通。
ydjq_104|我们虽然已经成功登陆诺曼底并建立了前线基地，但目前计划进行得并不顺利。
ydjq_105|指挥官，率领你的部队从侧翼向敌军发动突袭。目标只有一个，攻下瑟堡！
ydjq_106|为了能更有效的实施这次作战计划，统帅部增派了希神管风琴火箭炮。
ydjq_107|运送火箭炮的火车马上到你那里了，希望你能用好它，祝你好运。
ydjq_108|装满补给的火车已经到了。
ydjq_109|指挥官，管风琴火箭炮搭载了4.5寸火箭弹，能够成片的炸掉你看到的一切东西。并且它的轰炸范围足以覆盖敌人的后排。
ydjq_110|马上开始侦查任务吧！
ydjq_111|火箭炮的威力真是惊人…
ydjq_112|在这次侦查中，部队缴获了大量的材料，基地的工程师们可以用这些材料强化我们的坦克。
ydjq_113|通过工程师们的努力，坦克的性能得到了极大的提升，并且更换了更炫的涂装。
ydjq_114|空军航拍情报显示，奥克角驻扎着敌人的一个炮兵阵地。这些大口径火炮直接威胁着滩头后续登陆的部队。必须拿下这个高地。
ydjq_115|您以杰出的指挥完成了任务，总部有一份额外补给送给您。
ydjq_116|奖励补给中有全新的坦克原件，我们可以制造出新的坦克了。
ydjq_117|我们已经制造出集攻击性和防御性于一体的重型坦克了。这能极大程度的促进我们的进攻计划，指挥官。
ydjq_118|您会惊讶于这些新坦克在战场上的表现，指挥官。只要能获得其他的坦克原件，我们就能立刻制造出新的坦克单位。
ydjq_119|现在，将他们编入战斗序列吧。
ydjq_120|重型坦克装甲优异，适合在阵型的前方抗击敌方火力，可以通过合理的布阵发挥他的威力。
ydjq_121|来的正好，指挥官，总部来电，马上为您接通。
ydjq_122|……已接通。
ydjq_123|指挥官，做的不错。从战绩上看，你可以胜任这次的作战计划。
ydjq_124|情报表明，前方的布雷斯特港设有敌人的大型潜艇基地。只要拿下这里，就能大幅削弱敌人的U型潜艇对盟军海上舰船的威胁。
ydjq_125|我会关注你的表现，直到你能胜任更重要的任务。解散。
ydjq_126|指挥官，在布雷斯特敌人留下的文件里，我们的情报人员有了一些有趣的发现。
ydjq_127|利用目前收集的情报，我们已经预测到这个地区敌军的活动范围。
ydjq_128|但是我们需要更多的情报来确定他们的确切位置。在接下来的战斗中尽量多的收集情报吧。
ydjq_129|我们收集到了足够的情报，新的线索展开了。
ydjq_130|指挥官，我们发现了敌人仓促撤退时未能即时炸毁的弹药库。
ydjq_131|获得相同的坦克会转化为同名的坦克原件，可以用于坦克的改造，大幅度的提高坦克的性能。
ydjq_132|总部来电
ydjq_133|霸王行动已经到了最后的阶段，盟军全部的力量都在往一个方向进发：瑟堡。
ydjq_134|敌人不会让我们轻易的占领那里，舒尔茨的装甲部队已经严阵以待。
ydjq_135|攻下瑟堡，指挥官，祝你好运。
ydjq_136|只要拿下这里，就能大幅削弱敌人的U型潜艇对盟军海上舰船的威胁。
ydjq_137|改造完成。指挥官，测试一下改造后的威力吧！
ydjq_138|指挥官，坦克要及时升级作战能力才能跟的上。
ydjq_139|新手引导暂时告一段落，希望您在装甲前线中玩的愉快！
ydjq_140|空军航拍情报显示，奥克角驻扎着敌人的一个炮兵阵地。这些大口径火炮直接威胁着滩头后续登陆的部队。必须拿下这个高地。
ydjq_141|奥克角的敌人是以<21#【火炮】>为主的作战单位。
ydjq_142|指挥官，您可能注意到了，释放指挥官技能是需要战略值的。
ydjq_143|战场瞬息万变，每个单位的战略价值都不同，击毁高战略价值的单位会获得更多的战略值。
ydjq_144|先打掉两侧的炮台，它们防御薄弱，这会缓解我们阵型的压力。
ydjq_145|坦克可以克制火炮那缓慢的机动性。在强化过的谢尔曼面前不堪一击。
ydjq_146|战略值已获得，试试强力技能的威力吧！
ydjq_147|自动战斗解锁啦！
ydjq_148|点击左侧<21#【自动】>按钮，可切换为自动战斗模式
ydjq_149|点击<21#【自动】>下方的加速按钮，可切换战斗速度
ydjq_150|精英副本开启了，会掉落坦克原件和珍贵材料哦！
ydjq_151|指挥官，精英副本掉落的材料，可以对装备进行改良！
ydjq_152|指挥官，装备升级功能开启了！
ydjq_153|指挥官，新获得的坦克要添加到编队中才会出战
ydjq_154|指挥官，按着提示，<21#长按>选中坦克，将坦克拖入编队中
ydgn_01|请点击战役沙盘，进入战役地图界面
ydgn_02|开始一场新的战斗吧！
ydgn_03|点击关卡图标，开始战斗
ydgn_04|等待您的命令，开始战斗！
ydgn_05|继续前进！
ydgn_06|返回前线指挥部，获取刚才的关卡胜利奖励
ydgn_07|请点击“任务”，领取您的胜利奖励
ydgn_08|请点击主线任务
